Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type
straight,9.26,9,15 TOPICS relationships TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS relationships TEEN,Regular
gender,9.26,9,15 TOPICS relationships TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS relationships TEEN,Regular
sexuality,9.26,9,15 TOPICS relationships TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15aa TOPICS index pg2 TEEN -> 15 TOPICS relationships TEEN,Regular
piano,3.26,3,15v TOPICS Musical Instruments,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
instrument,3.26,3,15v TOPICS Musical Instruments,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
nursery,3.26,3,15v TOPICS Musical Instruments,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
flute,3.26,3,15v TOPICS Musical Instruments,685.71,324.0,"(2, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
recorder,3.26,3,15v TOPICS Musical Instruments,137.14,324.0,"(2, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
xylophone,3.26,3,15v TOPICS Musical Instruments,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
cymbals,3.26,3,15v TOPICS Musical Instruments,685.71,972.0,"(5, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
clarinet,3.26,3,15v TOPICS Musical Instruments,960.0,324.0,"(2, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
song,3.26,3,15v TOPICS Musical Instruments,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
triangle,3.26,3,15v TOPICS Musical Instruments,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
whistle,3.26,3,15v TOPICS Musical Instruments,411.43,324.0,"(2, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
bells,3.26,3,15v TOPICS Musical Instruments,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
music,3.26,3,15v TOPICS Musical Instruments,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
trumpet,3.26,3,15v TOPICS Musical Instruments,137.14,540.0,"(3, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
saxophone,3.26,3,15v TOPICS Musical Instruments,411.43,540.0,"(3, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
guitar,3.26,3,15v TOPICS Musical Instruments,137.14,756.0,"(4, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
tambourine,3.26,3,15v TOPICS Musical Instruments,137.14,972.0,"(5, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
shaker,3.26,3,15v TOPICS Musical Instruments,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
violin,3.26,3,15v TOPICS Musical Instruments,960.0,540.0,"(3, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
ukulele,3.26,3,15v TOPICS Musical Instruments,685.71,756.0,"(4, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
drum,3.26,3,15v TOPICS Musical Instruments,411.43,972.0,"(5, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
cello,3.26,3,15v TOPICS Musical Instruments,960.0,756.0,"(4, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
bass,3.26,3,15v TOPICS Musical Instruments,411.43,756.0,"(4, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
keyboard,3.26,3,15v TOPICS Musical Instruments,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15v TOPICS Musical Instruments,Regular
gymnast,4.26,4,02f PEOPLE jobs pg2,137.14,972.0,"(5, 1)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
manager,4.26,4,02f PEOPLE jobs pg2,137.14,756.0,"(4, 1)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
shop,4.26,4,02f PEOPLE jobs pg2,137.14,324.0,"(2, 1)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
carpenter,4.26,4,02f PEOPLE jobs pg2,411.43,108.0,"(1, 2)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
plumber,4.26,4,02f PEOPLE jobs pg2,685.71,108.0,"(1, 3)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
electrician,4.26,4,02f PEOPLE jobs pg2,960.0,108.0,"(1, 4)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
job,4.26,4,02f PEOPLE jobs pg2,137.14,108.0,"(1, 1)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
ballerina,4.26,4,02f PEOPLE jobs pg2,685.71,972.0,"(5, 3)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
athlete,4.26,4,02f PEOPLE jobs pg2,411.43,972.0,"(5, 2)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
musician,4.26,4,02f PEOPLE jobs pg2,960.0,972.0,"(5, 4)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
receptionist,4.26,4,02f PEOPLE jobs pg2,685.71,756.0,"(4, 3)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
boss,4.26,4,02f PEOPLE jobs pg2,411.43,756.0,"(4, 2)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
secretary,4.26,4,02f PEOPLE jobs pg2,960.0,756.0,"(4, 4)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
butcher,4.26,4,02f PEOPLE jobs pg2,137.14,108.0,"(1, 1)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
lawyer,4.26,4,02f PEOPLE jobs pg2,137.14,540.0,"(3, 1)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
judge,4.26,4,02f PEOPLE jobs pg2,411.43,540.0,"(3, 2)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
librarian,4.26,4,02f PEOPLE jobs pg2,960.0,324.0,"(2, 4)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
assistant,4.26,4,02f PEOPLE jobs pg2,685.71,540.0,"(3, 3)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
gardener,4.26,4,02f PEOPLE jobs pg2,411.43,324.0,"(2, 2)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
cleaner,4.26,4,02f PEOPLE jobs pg2,685.71,324.0,"(2, 3)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
baker,4.26,4,02f PEOPLE jobs pg2,411.43,108.0,"(1, 2)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
waiter,4.26,4,02f PEOPLE jobs pg2,960.0,108.0,"(1, 4)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
chef,4.26,4,02f PEOPLE jobs pg2,685.71,108.0,"(1, 3)",01 CORE pg1 -> 02a PEOPLE pg1 -> 02f PEOPLE jobs pg1 -> 02f PEOPLE jobs pg2,Regular
read,9.26,9,07h DAILY LIFE learning expanded TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
listen,9.26,9,07h DAILY LIFE learning expanded TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
look,9.26,9,07h DAILY LIFE learning expanded TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
work,9.26,9,07h DAILY LIFE learning expanded TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
difficult,9.26,9,07h DAILY LIFE learning expanded TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
easy,9.26,9,07h DAILY LIFE learning expanded TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
idea,9.26,9,07h DAILY LIFE learning expanded TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
think,9.26,9,07h DAILY LIFE learning expanded TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
write,9.26,9,07h DAILY LIFE learning expanded TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
computer,9.26,9,07h DAILY LIFE learning expanded TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
meeting,9.26,9,07h DAILY LIFE learning expanded TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,Regular
I need help,9.26,9,07h DAILY LIFE learning expanded TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
I can do it,9.26,9,07h DAILY LIFE learning expanded TEEN,685.71,324.0,"(2, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
there is a problem,9.26,9,07h DAILY LIFE learning expanded TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
I don't know,9.26,9,07h DAILY LIFE learning expanded TEEN,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
that's private,9.26,9,07h DAILY LIFE learning expanded TEEN,960.0,324.0,"(2, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
wait a minute,9.26,9,07h DAILY LIFE learning expanded TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
I am writing a message,9.26,9,07h DAILY LIFE learning expanded TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
this is easy,9.26,9,07h DAILY LIFE learning expanded TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
this is difficult,9.26,9,07h DAILY LIFE learning expanded TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
can you write it down?,9.26,9,07h DAILY LIFE learning expanded TEEN,960.0,540.0,"(3, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07h DAILY TEEN learning core TEEN -> 07h DAILY LIFE learning expanded TEEN,WordList
time,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
night,8.26,8,07g DAILY LIFE sleeping core TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
read,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
tired,8.26,8,07g DAILY LIFE sleeping core TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
hug,8.26,8,07g DAILY LIFE sleeping core TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
book,8.26,8,07g DAILY LIFE sleeping core TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
alarm,8.26,8,07g DAILY LIFE sleeping core TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
it,8.26,8,07g DAILY LIFE sleeping core TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
you,8.26,8,07g DAILY LIFE sleeping core TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
not,8.26,8,07g DAILY LIFE sleeping core TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
more,8.26,8,07g DAILY LIFE sleeping core TEEN,685.71,540.0,"(3, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
I,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
in,8.26,8,07g DAILY LIFE sleeping core TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
good,8.26,8,07g DAILY LIFE sleeping core TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
see,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
now,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
want,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
help,8.26,8,07g DAILY LIFE sleeping core TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
be,8.26,8,07g DAILY LIFE sleeping core TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 07a DAILY LIFE activity index TEEN -> 07g DAILY LIFE sleeping core TEEN,Regular
Kit,7.26,7,16e SCHOOL Stories Look to Read Stage 1,960.0,324.0,"(2, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
hen,7.26,7,16e SCHOOL Stories Look to Read Stage 1,411.43,324.0,"(2, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
Mum,7.26,7,16e SCHOOL Stories Look to Read Stage 1,411.43,108.0,"(1, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
Pip,7.26,7,16e SCHOOL Stories Look to Read Stage 1,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
Dad,7.26,7,16e SCHOOL Stories Look to Read Stage 1,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
Fat,7.26,7,16e SCHOOL Stories Look to Read Stage 1,137.14,324.0,"(2, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
fox,7.26,7,16e SCHOOL Stories Look to Read Stage 1,685.71,324.0,"(2, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded -> 16e SCHOOL Stories Look to Read -> 16e SCHOOL Stories Look to Read Stage 1,Regular
